time,position,torque,uncorrected_torque,voltage,velocity
0.0013089179992675781,0.28503010517598115,0.19012207923532262,0.11518124774251619,6.44286917720251,-0.04721808918996268
0.0053255558013916016,0.28275983658337245,0.1911549154624993,0.11719389758987238,6.442241219801541,-0.04747570835828829
0.015326738357543945,0.28464367647651134,0.1950637983443524,0.1277562840463335,6.442514944820708,-0.04427156994088165
0.019819021224975586,0.28540043267627707,0.19844580916560847,0.13340780489219747,6.442353930103363,-0.04481901067544954
0.028279781341552734,0.28470808126200436,0.20171430592580175,0.1394940581163894,6.44219291538532,-0.04757231555171122
0.030371427536010742,0.28631820082892057,0.20399711942507795,0.14008980247889505,6.44274036542493,-0.04799094669643826
0.03755331039428711,0.28531992669704936,0.206216020479656,0.14411510225233695,6.442257321272622,-0.04668674965152512
0.040570735931396484,0.2869944510463355,0.20841237537891139,0.14833361642439077,6.442611553651297,-0.048071452684790655
0.05171537399291992,0.28736477854607634,0.2111902833263971,0.1578172227629447,6.442595452180791,-0.049858685676106865
0.05473041534423828,0.2882342431115687,0.2136145074327688,0.15979767027610392,6.44257935070889,-0.050953567154198534
0.06309700012207031,0.28902320169666734,0.21699381415608682,0.17504550609412242,6.4427081624807325,-0.050728150389630314
0.0653526782989502,0.28689784387223727,0.22003367949177402,0.17770220401505404,6.4423861330467105,-0.0491663341569037
0.07335352897644043,0.2888299873486372,0.22335431069359374,0.18733072135080486,6.442160712443945,-0.044078355566524605
0.07639741897583008,0.28655971876160286,0.22629301198445997,0.18858661492043108,6.442627655124504,-0.042983474099011806
0.08487772941589355,0.28792832039288363,0.22898008564718306,0.19058316367966047,6.442305625688387,-0.04333770045687094
0.0879063606262207,0.2893291244151082,0.23146848949322385,0.19274072443325543,6.4424505389347715,-0.04662234486328734
0.09097599983215332,0.288926594524224,0.23356599747309748,0.19103399727837578,6.442450538933647,-0.04692826762261444
0.09808993339538574,0.2903273985449921,0.23570192857670147,0.19583215478047264,6.442563249234803,-0.05191963903324731
0.10224628448486328,0.2903112973490107,0.23799114751025763,0.20296498628526488,6.442144610975019,-0.05011630484210235
0.10839223861694336,0.2898282614803625,0.24034667088904876,0.20879362062314777,6.441951393309135,-0.05312722889273247
0.11255598068237305,0.2913900774570124,0.24536307441664582,0.21409091540524733,6.443980178755972,-0.052080651011964706
0.1192164421081543,0.291406178652962,0.2508736070981664,0.22595749982308427,6.442353930103515,-0.04942395332661191
0.12224721908569336,0.2899731722385475,0.2562063328265167,0.2330581290871725,6.442531046293976,-0.046155410114478906
0.12833404541015625,0.2917926073482674,0.2616605883305303,0.24112483042037863,6.442225118328972,-0.04671895205479056
0.13281989097595215,0.29139007745710727,0.2667401197526185,0.23977232958843922,6.441999697724263,-0.044931719064030685
0.13789749145507812,0.2904884105016373,0.2715025629157188,0.23399199870009624,6.442643756595008,-0.04333770045453275
0.1441493034362793,0.2916960001744238,0.27584710733042883,0.22967687705729367,6.442917481616332,-0.0483129706585607
0.14746832847595215,0.2923400479994957,0.2799042941028088,0.22814726303710894,6.442064103611081,-0.050647644381830156
0.15153121948242188,0.29337052451921314,0.2836323234051509,0.23114208626823265,6.442192915385503,-0.05119508511786293
0.15764617919921875,0.29300019702017427,0.28775736415330627,0.24102822321063205,6.442724263954122,-0.052934014514016935
0.16205501556396484,0.2928713874557113,0.2913491691714842,0.24566536891072954,6.44267595953948,-0.05280520492918968
0.16869878768920898,0.2939984711487932,0.2953210571581478,0.25587352998045115,6.443030191919125,-0.0514527042918827
0.2003648281097412,0.294674721364919,0.3003417357627463,0.28620819209686743,6.44220901685798,-0.04889261378723446
0.2064194679260254,0.29461031658306147,0.3056183960373753,0.2925520652716012,6.442257321273351,-0.04987478687231871
0.21047639846801758,0.29573740027602613,0.3110144407471536,0.29699599675353794,6.442402234519432,-0.04924684014548104
0.21679902076721191,0.29617213255803687,0.31669077250117705,0.30472457328903724,6.442257321275081,-0.050212912031809796
0.2208096981048584,0.29535097158177515,0.32257196862572124,0.3071075510618174,6.442402234518521,-0.049343447333506985
0.2268521785736084,0.29483573331789276,0.32823562475551277,0.3075744858971719,6.441822581535564,-0.05256368695678211
0.23093771934509277,0.2959789182104128,0.3336929317247831,0.31058541052655564,6.442531046291426,-0.04733079757491104
