time,torque,velocity
0.0010077953338623047,-0.05727868314738305,0.004885386959865132
0.0060062408447265625,-0.05405844370052428,0.0032430648139613154
0.011228799819946289,-0.05732698673807559,0.0023897013429642782
0.017284631729125977,-0.05441267005273055,0.004064225891567969
0.02153158187866211,-0.05550755146197722,0.0013109211056561716
0.027227163314819336,-0.05579737301157896,0.001423629490224855
0.03201174736022949,-0.0555397538565849,0.004144731881951098
0.03700995445251465,-0.054734693998444606,0.0019549690105155897
0.04131960868835449,-0.05636091490742508,-0.0025050627489731237
0.04732012748718262,-0.05481519998629306,0.0010855043375145273
0.0510101318359375,-0.055958384984066245,0.0016007426638929248
0.05834341049194336,-0.05494400956435743,0.0008278851772713682
0.06437993049621582,-0.05626430772756842,0.0033396720027044613
0.06941699981689453,-0.05628040892242288,0.0004897600258441284
0.07180142402648926,-0.05541094428065689,0.0028566360749708503
0.07689452171325684,-0.05613549815238722,0.003742201939994335
0.08174824714660645,-0.055266033494123755,0.0018744630219970123
0.08675074577331543,-0.05423555688125693,0.003436279183740596
0.09185457229614258,-0.0556041586458331,0.0002965456489877518
0.09687590599060059,-0.0567795460318065,0.002792231284758711
0.10100650787353516,-0.05644142089622543,0.0035650887670543503
0.1084282398223877,-0.05473469400131199,0.0009405935553408694
0.11143946647644043,-0.0553948430836413,0.0026312193099164508
0.11649513244628906,-0.05629651012316119,0.002357498951584182
0.1215357780456543,-0.05676344483751243,0.0013753258965431333
0.12700676918029785,-0.054235556889655444,7.112887442488214e-05
0.13160157203674316,-0.05518552752072833,0.00040925403313344744
0.1377701759338379,-0.05288305632110311,0.002695624098799548
0.14136695861816406,-0.05492790836656734,-0.0005568178227697165
0.14736723899841309,-0.05671514124087072,0.0016168438569435614
0.15168285369873047,-0.053897431740389655,0.0025024097297020945
0.15836429595947266,-0.052979663497811434,0.0005219624229837741
0.16120147705078125,-0.0558939801947267,0.0025990169146652836
0.16720223426818848,-0.055475349070042076,0.004466755830019086
