sample_number,time_approx,sampling_rate_hz
906,4.53,330.39023237495076
907,4.535,138.18416630975523
908,4.54,492.3469890832257
909,4.545,123.23864370923195
910,4.55,495.2537489668202
911,4.555,117.62589040327556
912,4.5600000000000005,995.3260560037969
913,4.565,121.80351386670539
914,4.57,492.28920187793426
915,4.575,123.65283018867925
916,4.58,495.4292463973541
917,4.585,123.470827200471
918,4.59,495.7806146572104
919,4.595,141.87680546629232
920,4.6000000000000005,324.1347758887172
921,4.605,119.33265050642996
922,4.61,992.969696969697
923,4.615,124.01845062093436
924,4.62,492.7518796992481
925,4.625,124.08449204189101
926,4.63,489.64557553116975
927,4.635,137.4956236682511
928,4.64,326.4303836874465
929,4.6450000000000005,123.66741361009554
930,4.65,497.7220837783316
931,4.655,116.87855988407736
932,4.66,995.3260560037969
933,4.665,124.20207284572105
934,4.67,497.66302800189845
935,4.675,131.8093083184061
936,4.68,497.95844710910603
937,4.6850000000000005,132.01258970162408
938,4.69,329.6372209996856
939,4.695,123.86828504769498
940,4.7,495.1368197379294
941,4.705,116.58940931202224
942,4.71,994.853889943074
943,4.715,124.63758469036016
944,4.72,495.01994570990206
945,4.7250000000000005,123.20968215733505
946,4.73,493.7960913586061
947,4.735,135.55374571779458
948,4.74,327.70560200015626
949,4.745,133.5425369332654
950,4.75,487.9934845840605
951,4.755,111.65457207506988
