time,torque,velocity
0.0010073184967041016,-0.03798944889093928,0.00031264685496470936
0.006700992584228516,-0.0396800746101381,0.0011982127238053236
0.016965866088867188,-0.03906822911360283,0.0008600875739944051
0.017980575561523438,-0.039003824324624084,0.0011982127238202192
0.025115489959716797,-0.03887501474604269,0.0006185696095722939
0.026118993759155273,-0.03939025305924307,0.000554164818970351
0.035565853118896484,-0.03988939017223765,-0.0012974729100751216
0.03757166862487793,-0.040501235668590506,0.000699075597636032
0.04565310478210449,-0.03943855665108001,0.0005863672118076224
0.04666638374328613,-0.03926144348119531,0.000586367212864345
0.05475616455078125,-0.03992159256849791,-0.0013779788987260454
0.056780338287353516,-0.03879450875950828,0.0015524390705718677
0.06778883934020996,-0.03929364587543723,0.0017617546395573222
0.07123494148254395,-0.03919703869156792,0.0015202366755568413
0.07943868637084961,-0.04006650334435484,0.0005863672135228498
0.0814511775970459,-0.03906822911335768,-0.0010881573393895067
0.0885014533996582,-0.03929364587578356,6.724098243384748e-06
0.09154009819030762,-0.03935805066472886,0.0006346708059832005
0.10122489929199219,-0.0400181997523249,-0.000605121410496799
0.10628223419189453,-0.0396478722130035,3.8926494671508596e-05
0.11801838874816895,-0.03808605607424205,-0.001973723217495575
0.12105131149291992,-0.03932584826837296,0.00031264685515708943
0.12913131713867188,-0.039824985385767585,0.0008761887713850331
0.13113760948181152,-0.0397927829900369,-0.0017161040521609713
0.13825249671936035,-0.039792782988543975,8.723008649289544e-05
0.14127826690673828,-0.039728378202219874,0.0009405935615615603
0.15125465393066406,-0.03901992552166928,0.0012304151140000651
0.1566758155822754,-0.0391648362967245,0.0002965456569577831
0.16803336143493652,-0.03916483629740865,-0.001329675305160607
0.17105937004089355,-0.03914873510024527,0.0016490462561353527
0.17812132835388184,-0.039937693766054536,0.0017295522439532412
0.18114566802978516,-0.03908433030765429,0.0005219624213997504
0.1882336139678955,-0.04003430094970581,0.0006024684099529082
0.19126415252685547,-0.03937415186215391,0.0006346708071002487
0.20128297805786133,-0.03979278299122336,0.00042535523538686124
0.20701098442077637,-0.04038852728842171,0.00039315284304701145
0.2179121971130371,-0.03974447939926301,-0.0007983357844491508
0.22192716598510742,-0.039374151861977756,0.0016329450575776438
0.22905445098876953,-0.03916483629750221,0.0024219037383759905
0.23106098175048828,-0.03908433030826249,0.0004897600275240085
0.23809576034545898,-0.03951906263709444,0.0007634803866817394
0.2413945198059082,-0.039374151861859406,-0.0006695262011490449
0.2515077590942383,-0.040114806935063876,0.000843986373516429
0.2566518783569336,-0.03988939017463712,0.0013914270938267263
0.268047571182251,-0.04016311052797713,-0.001265270513567863
0.2710714340209961,-0.039502961439928076,0.0006668732025978937
0.27937984466552734,-0.03945465784744372,-0.0006051214116719193
0.28139281272888184,-0.039535163834484646,-0.0016516992564802157
0.2884800434112549,-0.03979278299063496,0.002196486973926768
0.29152822494506836,-0.04074275362861203,0.0008761887714254313
0.29998326301574707,-0.03910043150842747,-0.000911044166321439
0.3020007610321045,-0.04008260454166397,0.0012465163162968308
0.31009840965270996,-0.03964787221556133,-0.0023440507591695786
0.31110167503356934,-0.039841086582838206,-0.0010559549450822106
0.31916356086730957,-0.03895552073199636,0.0007312779913669019
0.32117700576782227,-0.04022751531667392,-0.0001220854815619918
0.3294684886932373,-0.03972837820025357,-0.0016355980606203983
0.33147716522216797,-0.03985718777987336,-0.0003958058425580271
0.33956265449523926,-0.03998599735794779,0.0011177067354700837
0.3415720462799072,-0.03890721714071337,0.0008117839812311078
0.3490288257598877,-0.040098705738852845,-0.0011686633288184505
0.3510396480560303,-0.039889390174639355,-0.0007983357840279212
0.3591163158416748,-0.03993769376672598,-0.002038128003655974
0.3611311912536621,-0.03953516383466034,-0.0012008657241399587
0.36923670768737793,-0.0399698961606544,0.0012465163165594174
0.3712425231933594,-0.040388527289712366,0.0014397306880648557
0.37944936752319336,-0.038842812349682655,-0.0024728603399724095
0.38146066665649414,-0.038021651287888356,-0.0017483064419792763
0.3895416259765625,-0.03992159256839897,0.001182111526357896
0.39154982566833496,-0.03934194946371061,0.0014397306879355397
0.39983296394348145,-0.039615669819499905,-0.0015228896755723757
0.4018421173095703,-0.03926144348090841,0.0008278851769611165
0.41009020805358887,-0.03940635425639199,-0.0011364609318454063
0.41109275817871094,-0.039728378202228264,-0.0020542291983404342
0.41924309730529785,-0.03990549137197595,0.0006024684121028687
0.4212489128112793,-0.03885891354921274,0.00129481990937291
0.4294157028198242,-0.04005040214729512,-0.0010398537472393265
0.4314420223236084,-0.03968007460970202,-0.001925419615736578
0.43952012062072754,-0.03971227700463613,0.0008278851786516561
0.4415287971496582,-0.0403080213022918,0.00045755763329564226
