sample_number,time_approx,sampling_rate_hz
319,1.595,68.26444451678006
320,1.6,997.6936251189344
321,1.605,62.23372306961838
322,1.61,330.1301849665486
323,1.615,75.50230414746544
324,1.62,497.84023738872406
325,1.625,68.44267484742664
326,1.6300000000000001,997.9310016654771
327,1.635,64.55953700283216
328,1.6400000000000001,284.3981556821264
329,1.645,74.79944359239576
330,1.6500000000000001,483.9395407868928
331,1.655,69.40764520933311
332,1.6600000000000001,997.9310016654771
333,1.665,63.59920544663301
334,1.67,318.5950626661603
335,1.675,75.34768081054862
336,1.68,495.9564857514485
337,1.685,68.06062376269756
338,1.69,996.9821725695269
339,1.695,66.50025367833587
340,1.7,250.90052042830652
341,1.705,74.73147438752784
342,1.71,495.0783758262512
343,1.715,68.61285784393914
344,1.72,997.2192106514503
345,1.725,63.56450708494355
346,1.73,304.089320669905
347,1.735,75.22740561384629
348,1.74,495.312234293812
349,1.745,68.29445575185215
350,1.75,997.2192106514503
351,1.7550000000000001,66.03435300785617
352,1.76,255.62554851292052
353,1.7650000000000001,74.80744809873725
354,1.77,496.07380248373744
355,1.7750000000000001,68.5332592604696
356,1.78,997.2192106514503
357,1.7850000000000001,63.788785302571746
358,1.79,300.1935299169768
359,1.795,75.89302645387761
360,1.8,488.78965155576276
361,1.805,72.15013847556466
362,1.81,497.8993352326686
363,1.815,64.55258176221624
364,1.82,292.53061793834564
365,1.825,75.41406404516604
366,1.83,496.1324816654838
367,1.835,68.26777779586256
368,1.84,996.9821725695269
369,1.845,63.52214935861515
370,1.85,295.83185216532655
371,1.855,76.1838888384343
372,1.86,496.0151371807001
373,1.865,68.05841500616603
374,1.87,996.9821725695269
375,1.875,63.261549599553554
376,1.8800000000000001,302.53202538949796
377,1.885,82.1204894762604
378,1.8900000000000001,295.7692687398632
379,1.895,111.07796610169491
380,1.9000000000000001,999.5958055290753
381,1.905,111.09856170370567
382,1.9100000000000001,1000.5496183206106
383,1.915,108.25686557918645
384,1.92,994.853889943074
385,1.925,118.95022829755254
386,1.93,995.7986704653372
387,1.935,117.47105447416328
388,1.94,498.8468125594672
389,1.945,108.9146715138925
390,1.95,1001.744447098161
391,1.955,109.16980739198334
392,1.96,1000.5496183206106
393,1.965,111.0897340820002
394,1.97,998.1684911946692
395,1.975,107.69537308067581
396,1.98,998.8816384853536
397,1.985,124.95692069355896
398,1.99,483.1590830549476
399,1.995,111.0662006143417
400,2.0,999.8340882002384
401,2.005,117.93015801608277
402,2.0100000000000002,500.09586264456897
403,2.015,124.99043418660786
404,2.02,500.0362422508345
405,2.025,118.43966904808968
406,2.0300000000000002,980.4357176250585
407,2.035,124.09917746612226
408,2.04,500.09586264456897
409,2.045,122.63329629846208
410,2.05,493.15743680188126
411,2.055,124.82304624724719
412,2.06,500.3941780004772
413,2.065,124.95692069355896
414,2.07,499.5597903763697
415,2.075,111.09561900725751
416,2.08,229.03423797302463
417,2.085,119.3496286600461
418,2.09,495.4292463973541
419,2.095,123.68564772492701
420,2.1,497.84023738872406
421,2.105,89.516679116423
422,2.11,299.1230922835544
423,2.115,110.11562089787346
424,2.12,991.0926275992439
425,2.125,121.8990932341316
426,2.13,494.2616073532878
427,2.1350000000000002,102.88730805082668
428,2.14,992.0302743614002
429,2.145,123.65283018867925
430,2.15,494.31985857395404
431,2.1550000000000002,123.75498642747552
432,2.16,492.98354489891864
433,2.165,122.92081355137448
434,2.17,984.3473363060315
435,2.1750000000000003,109.60342845197032
436,2.18,977.0100163056138
437,2.185,109.606292628113
438,2.19,992.0302743614002
439,2.195,117.03183682580429
440,2.2,496.95545023696684
441,2.205,117.35601566871853
442,2.21,980.6649520692074
443,2.215,109.73246474635691
444,2.22,991.7956963821234
445,2.225,123.61274350888569
446,2.23,492.462604203358
447,2.235,109.86756077116513
448,2.24,994.3821716453295
449,2.245,121.43675265641738
450,2.25,496.89657623504326
451,2.255,118.90301913536499
452,2.2600000000000002,492.69399741571715
453,2.265,119.55715181574597
454,2.27,207.7519441279905
455,2.275,123.70753576168707
456,2.2800000000000002,495.37073343569153
457,2.285,109.75543634698417
458,2.29,992.969696969697
459,2.295,109.95973154362416
460,2.3000000000000003,981.353299017314
461,2.305,123.67470661083918
462,2.31,493.9705570604169
463,2.315,123.5472031576777
464,2.32,495.4292463973541
465,2.325,123.98912143786212
466,2.33,497.2500296384114
467,2.335,120.9848851967232
468,2.34,495.37073343569153
469,2.345,91.11911537876648
470,2.35,297.9120676184388
471,2.355,110.05205709487825
472,2.36,992.0302743614002
473,2.365,120.72023946580704
474,2.37,496.19117473086476
475,2.375,110.11273004121709
476,2.38,993.9109004739337
477,2.3850000000000002,107.95593534438382
478,2.39,173.40433272697206
479,2.395,111.12210888859451
480,2.4,996.9821725695269
481,2.4050000000000002,108.84966132925025
482,2.41,999.1195807527394
483,2.415,106.93753505685585
484,2.42,997.4563614744352
485,2.4250000000000003,111.0867918531663
486,2.43,180.7266459841434
487,2.435,123.70023888872504
488,2.44,498.49108628476347
489,2.445,121.25770453888407
490,2.45,996.745247148289
491,2.455,110.32126042242037
492,2.46,499.32190476190476
493,2.465,120.13932172318974
494,2.47,493.85423289768045
495,2.475,124.62647452087357
496,2.48,494.90312684365784
497,2.485,121.27172844503556
498,2.49,997.2192106514503
499,2.495,110.75239629267777
500,2.5,499.7383533897295
501,2.505,120.4256223262224
502,2.5100000000000002,186.32242015014882
503,2.515,110.55388913782652
504,2.52,1000.072484501669
505,2.525,88.54346632890015
506,2.5300000000000002,326.9902549310049
507,2.535,118.38283940163703
508,2.54,480.6674306669723
509,2.545,121.48599565532223
510,2.5500000000000003,427.2925835370823
511,2.555,108.8101278958155
512,2.56,209.97767209011263
513,2.565,109.81290744861893
514,2.57,991.5612293144208
515,2.575,110.09827803443932
516,2.58,990.3905548996458
517,2.585,109.78416437639052
518,2.59,986.6629028463891
519,2.595,109.67794571413629
520,2.6,986.4308560677329
521,2.605,109.77267136015075
522,2.61,985.5037593984962
523,2.615,109.67507779201422
524,2.62,986.1989184105338
525,2.625,110.13296922592164
526,2.63,981.812734082397
527,2.6350000000000002,109.4861259756193
528,2.64,982.7328959700094
529,2.645,110.01164559618108
530,2.65,978.3774201073012
531,2.6550000000000002,123.89755708504416
532,2.66,495.4292463973541
533,2.665,91.81524451643973
534,2.67,331.4607238817765
535,2.6750000000000003,111.0750244961733
536,2.68,999.8340882002384
537,2.685,111.09856170370567
538,2.69,698.7013160086624
539,2.695,107.75901138144542
540,2.7,494.02873969375736
541,2.705,117.30022093576083
542,2.71,217.175166985968
543,2.715,120.77933596337144
544,2.72,409.9603166845861
545,2.725,110.45781101864532
546,2.73,997.2192106514503
547,2.735,99.8477396624372
548,2.74,999.3576364069573
549,2.745,117.9865537708515
550,2.75,179.38941875882128
551,2.755,107.94482190652666
552,2.7600000000000002,1000.072484501669
553,2.765,111.10150455605002
554,2.77,204.14212012070476
555,2.775,111.09267646669315
556,2.7800000000000002,998.1684911946692
557,2.785,111.11033404858406
558,2.79,997.9310016654771
559,2.795,111.10444756430293
560,2.8000000000000003,479.2394881170018
561,2.805,124.95692069355896
562,2.81,499.5597903763697
563,2.815,108.94296103896104
564,2.82,998.1684911946692
565,2.825,111.11033404858406
566,2.83,899.1005359056805
567,2.835,109.53473310352032
568,2.84,998.6438095238095
569,2.845,95.26879571162495
570,2.85,330.07822460061385
571,2.855,111.10739072847682
572,2.86,740.5197740112994
573,2.865,124.99788407092832
574,2.87,497.66302800189845
575,2.875,104.13128429206286
576,2.88,199.77632769707074
577,2.8850000000000002,110.03473424628784
578,2.89,989.9230587679962
579,2.895,110.21979292584223
580,2.9,990.624468587624
581,2.9050000000000002,109.79853403141361
582,2.91,992.0302743614002
583,2.915,109.51757271920205
584,2.92,489.75992526856606
585,2.9250000000000003,123.23864370923195
586,2.93,986.6629028463891
587,2.935,109.94820174058928
588,2.94,986.8950588235294
589,2.945,108.30718380416258
590,2.95,984.8095797135478
591,2.955,110.01164559618108
592,2.96,182.40069580343553
593,2.965,106.39230905816402
594,2.97,493.73796350794584
595,2.975,109.01658262722877
596,2.98,259.16361838853186
597,2.985,124.9792610250298
598,2.99,499.7383533897295
599,2.995,111.09856170370567
600,3.0,871.2721229746572
601,3.005,111.0514972596574
602,3.0100000000000002,500.4538837847512
603,3.015,111.06914175250907
604,3.02,998.4060937871935
605,3.025,87.61131303003718
606,3.0300000000000002,411.89276244721594
607,3.035,111.11622115664821
608,3.04,998.1684911946692
609,3.045,120.21507595299512
610,3.0500000000000003,499.79790276453764
611,3.055,97.34951839387257
612,3.06,227.12427573509504
613,3.065,111.07208304644881
614,3.0700000000000003,1001.744447098161
615,3.075,111.04855705586445
616,3.08,1001.0272076372315
617,3.085,109.64927324061487
618,3.09,499.6192972007147
619,3.095,120.46712812706437
620,3.1,499.9170441001192
621,3.105,111.05737813435009
622,3.11,1001.5052531041069
623,3.115,88.18788503185382
624,3.12,329.9743529226654
625,3.125,111.0867918531663
626,3.13,999.1195807527394
627,3.1350000000000002,111.09856170370567
628,3.14,694.7662746397217
629,3.145,109.41472322220483
630,3.15,216.53608673205989
631,3.1550000000000002,105.81255833900956
632,3.16,999.8340882002384
633,3.165,118.68768216418121
634,3.17,411.3675951353472
635,3.1750000000000003,123.75498642747552
636,3.18,498.4318478906714
637,3.185,121.63749202482455
638,3.19,997.2192106514503
639,3.1950000000000003,108.53419588562556
640,3.2,707.5411605937921
641,3.205,87.4633302054009
642,3.21,330.9637812672611
643,3.215,111.09856170370567
644,3.22,1000.5496183206106
645,3.225,111.0662006143417
646,3.23,999.3576364069573
647,3.235,106.83675080873175
648,3.24,202.00857294225304
649,3.245,111.10444756430293
650,3.25,939.1634572324227
651,3.255,111.07208304644881
652,3.2600000000000002,999.5958055290753
653,3.265,111.0867918531663
654,3.27,499.79790276453764
655,3.275,124.94947569113441
656,3.2800000000000002,500.3941780004772
657,3.285,123.83171444598624
658,3.29,499.6192972007147
659,3.295,111.09856170370567
660,3.3000000000000003,203.62675987959997
661,3.305,111.12505298855447
662,3.31,757.0945848375451
663,3.315,124.96064352748398
664,3.3200000000000003,410.24100156494524
665,3.325,97.76704505722478
666,3.33,254.30813072212453
667,3.335,111.06914175250907
668,3.34,999.3576364069573
669,3.345,111.0867918531663
670,3.35,885.6216216216217
671,3.355,111.0514972596574
672,3.36,500.3344864606943
673,3.365,124.96064352748398
674,3.37,499.9766360710454
675,3.375,124.96436658324396
676,3.38,466.6559857587895
677,3.3850000000000002,111.10444756430293
678,3.39,211.961997170002
679,3.395,118.70783686638553
680,3.4,496.95545023696684
681,3.4050000000000002,121.90617915479858
682,3.41,426.77085877085875
683,3.415,99.07180650037793
684,3.42,247.84636293801336
685,3.4250000000000003,111.0867918531663
686,3.43,998.6438095238095
687,3.435,107.47460667247476
688,3.44,1000.7883560009544
689,3.4450000000000003,111.0897340820002
690,3.45,997.4563614744352
691,3.455,111.0897340820002
692,3.46,500.21514609421587
693,3.465,119.81329448396035
694,3.47,498.3726235741445
695,3.475,122.04451945179969
696,3.48,996.0351460460698
697,3.485,110.00298985024521
698,3.49,202.8487691638052
699,3.495,111.0750244961733
700,3.5,998.8816384853536
701,3.505,88.91323426536366
702,3.5100000000000002,265.47908095449077
703,3.515,110.07227397979268
704,3.52,999.5958055290753
705,3.525,111.0867918531663
706,3.5300000000000002,1000.072484501669
707,3.535,105.50115705805413
708,3.54,996.9821725695269
709,3.545,110.46072002317558
710,3.5500000000000003,952.3851044504995
711,3.555,110.45781101864532
712,3.56,996.5084343074365
713,3.565,109.73533567055622
714,3.5700000000000003,996.5084343074365
715,3.575,124.18368615840119
716,3.58,997.6936251189344
717,3.585,103.08454581203303
718,3.59,996.2717339667458
719,3.595,109.3776305838788
720,3.6,995.5623071445526
721,3.605,123.93416659279615
722,3.61,494.55300082537434
723,3.615,122.27578566847414
724,3.62,493.5055888928109
725,3.625,123.58724733337262
726,3.63,494.66965444038215
727,3.6350000000000002,124.17633300766794
728,3.64,996.9821725695269
729,3.645,109.45755369398992
730,3.65,989.222641509434
731,3.6550000000000002,109.56334569771694
732,3.66,984.1163772876583
733,3.665,110.10116813230083
734,3.67,980.4357176250585
735,3.6750000000000003,109.72098255159966
736,3.68,992.734674556213
737,3.685,109.94820174058928
738,3.69,996.5084343074365
739,3.6950000000000003,119.3190714610833
740,3.7,498.4318478906714
741,3.705,122.86320229656101
742,3.71,996.5084343074365
743,3.715,107.0166611384686
744,3.72,996.9821725695269
745,3.725,124.21678611621158
746,3.73,841.3849548645937
747,3.735,101.51029792589365
748,3.74,978.6056929538031
749,3.745,109.90210669741117
750,3.75,981.812734082397
751,3.755,123.85731159933853
752,3.7600000000000002,495.2537489668202
753,3.765,108.99108697346881
754,3.77,987.8247762600095
755,3.775,123.68200047180939
756,3.7800000000000002,494.72800188723755
757,3.785,124.07348025440024
758,3.79,491.5968120018753
759,3.795,123.58724733337262
760,3.8000000000000003,980.2065903248423
761,3.805,109.83878908500498
762,3.81,984.3473363060315
763,3.815,109.95108396466301
764,3.8200000000000003,985.5037593984962
765,3.825,108.94013142515779
766,3.83,980.6649520692074
767,3.835,111.8630217362315
768,3.84,996.745247148289
769,3.845,121.73634411098857
770,3.85,498.4318478906714
771,3.855,123.52537181563835
772,3.86,498.66888598264177
773,3.865,117.07757152826238
774,3.87,997.2192106514503
775,3.875,123.41996233521657
776,3.88,933.7275155832591
777,3.8850000000000002,105.85528607122126
778,3.89,995.5623071445526
779,3.895,110.09827803443932
780,3.9,496.3673372781065
781,3.9050000000000002,122.95684803001876
782,3.91,491.0213064856006
783,3.915,123.42722617856512
784,3.92,495.1952774498229
785,3.9250000000000003,123.5472031576777
786,3.93,987.3596986817325
787,3.935,110.01453114754098
788,3.94,494.90312684365784
789,3.9450000000000003,141.40327691996495
790,3.95,328.6299459374755
791,3.955,141.3460942238997
792,3.96,494.611320754717
793,3.9650000000000003,108.65509559090202
794,3.97,218.15791116196817
795,3.975,123.5763236204001
796,3.98,497.426944971537
797,3.985,118.99072314108201
798,3.99,492.636128729152
799,3.995,89.55490551937653
800,4.0,303.9350724637681
801,4.005,123.75133508394063
802,4.01,487.4263800116212
803,4.015,124.01845062093436
804,4.0200000000000005,441.55216338561956
805,4.025,104.6822572191579
806,4.03,998.4060937871935
807,4.035,123.18796992481202
808,4.04,498.60960532572517
809,4.045,120.96394993366788
810,4.05,498.60960532572517
811,4.055,122.67992629208224
812,4.0600000000000005,996.745247148289
813,4.065,108.2820188460049
814,4.07,677.7030214897399
815,4.075,122.87400029295445
816,4.08,498.7874895944821
817,4.085,123.64189487958022
818,4.09,988.7562470532768
819,4.095,108.69451642997824
820,4.1,982.2725995316159
821,4.105,109.12720176922076
822,4.11,995.7986704653372
823,4.115,109.18685895767169
824,4.12,824.5142520149401
825,4.125,112.39057852568396
826,4.13,998.6438095238095
827,4.135,117.2051640306265
828,4.14,979.062558356676
829,4.1450000000000005,109.96261437223082
830,4.15,981.5829627896092
831,4.155,105.96761072231627
832,4.16,908.4479098982023
833,4.165,123.8829193372124
834,4.17,456.34903710151235
835,4.175,86.84938087547107
836,4.18,496.4260859273287
837,4.1850000000000005,122.83081969133453
838,4.19,493.91238813000473
839,4.195,123.70753576168707
840,4.2,496.3673372781065
841,4.205,89.14188557340815
842,4.21,297.11015088191544
843,4.215,79.43306251538738
844,4.22,325.999067309187
845,4.225,110.36770781254111
846,4.23,996.745247148289
847,4.235,108.32396694214876
848,4.24,978.1492537313433
849,4.245,88.11563025210084
850,4.25,332.14317389927146
851,4.255,81.58219870847273
852,4.26,330.49436608620283
853,4.265,66.56040625247957
854,4.2700000000000005,198.5845367170115
855,4.275,109.85892768275754
856,4.28,994.853889943074
857,4.285,108.25407149309588
858,4.29,864.0922950144211
859,4.295,99.05308898545249
860,4.3,267.93816276989907
861,4.305,109.04776018511296
862,4.3100000000000005,995.7986704653372
863,4.315,115.00696462846174
864,4.32,496.19117473086476
865,4.325,122.35068988652607
866,4.33,448.30098332620776
867,4.335,112.45385811571666
868,4.34,997.2192106514503
869,4.345,120.02930402930403
870,4.3500000000000005,489.1316618075802
871,4.355,120.92907392457617
872,4.36,498.3726235741445
873,4.365,122.23302442151892
874,4.37,201.66862198288297
875,4.375,110.02896117523609
876,4.38,995.7986704653372
877,4.385,109.70663318685918
878,4.39,996.2717339667458
879,4.3950000000000005,119.41079003558718
880,4.4,494.20336985978554
881,4.405,123.52900983683807
882,4.41,496.8377161809998
883,4.415,123.69659077503835
884,4.42,498.1358669833729
885,4.425,116.40820404651551
886,4.43,995.3260560037969
887,4.4350000000000005,122.13336439345407
888,4.44,409.56000390586854
889,4.445,118.20601414761998
890,4.45,984.3473363060315
891,4.455,106.62219736641416
892,4.46,977.4653926823585
893,4.465,109.94820174058928
894,4.47,199.40591423409717
895,4.4750000000000005,97.29306425423336
896,4.48,212.84400690145134
897,4.485,110.0896086511457
898,4.49,996.745247148289
899,4.495,123.8719432959244
900,4.5,496.3673372781065
901,4.505,116.24688894431972
902,4.51,497.66302800189845
903,4.515,123.17349935392929
904,4.5200000000000005,488.27753201396973
905,4.525,123.78785821798542
906,4.53,497.426944971537
907,4.535,116.50520818866143
908,4.54,982.7328959700094
909,4.545,109.97703078294614
910,4.55,994.1464802085802
911,4.555,106.77691504798757
912,4.5600000000000005,202.41803001785627
913,4.565,96.17757395092869
914,4.57,998.4060937871935
915,4.575,121.83535699761808
916,4.58,498.49108628476347
917,4.585,122.69428111744918
918,4.59,901.2256123764504
919,4.595,105.70855385856142
920,4.6000000000000005,704.9250420168067
921,4.605,123.09758459777537
922,4.61,740.7813493465206
923,4.615,108.7593413717101
924,4.62,990.3905548996458
925,4.625,122.24371192911894
926,4.63,495.01994570990206
927,4.635,123.43449087698646
928,4.64,493.2734329060332
929,4.6450000000000005,122.29717751341265
930,4.65,977.6932400932401
931,4.655,109.56620777931612
932,4.66,986.6629028463891
933,4.665,106.62490784757352
934,4.67,997.9310016654771
935,4.675,117.7480699587322
936,4.68,199.15027776458857
937,4.6850000000000005,124.04412504066484
938,4.69,494.20336985978554
939,4.695,112.89577950043066
940,4.7,432.9827604005368
941,4.705,123.74403304322172
942,4.71,492.98354489891864
943,4.715,14.451904556809373
944,4.72,979.977570093458
945,4.7250000000000005,29.693136526140666
946,4.73,57.64257050189654
947,4.735,32.39069896749581
948,4.74,497.4859447277903
949,4.745,61.91311535906709
950,4.75,164.13492995225798
951,4.755,196.1146490858933
952,4.76,57.864440918810786
953,4.765,198.7445034116755
